"ID","CREATED_DATE","LAST_UPDATED_DATE","DELETE_DATE","DELETE_FLAG","LEVEL","RESULT","CREATED_USER_ID","DATA_POINT_ID","DELETE_USER_ID","LAST_UPDATED_USER_ID","MATERIAL_TEST_METHOD_ID","LOWER_LIMIT","UPPER_LIMIT"
1121,2021-06-10 15:46:02,2022-01-20 19:20:54,,0,1,一等品,622,41,,622,1061,0.9,2.4
1102,2021-06-09 11:20:07,2022-01-03 12:44:14,,0,1,一等品,622,8,,622,1004,80,120
1101,2021-06-09 11:19:52,2022-01-06 13:02:44,,0,1,一等品,622,6,,622,1004,27,999
1064,2021-06-07 11:24:05,2021-09-02 11:03:03,,0,1,一等品,622,44,,623,1021,98,132
1063,2021-06-07 11:23:51,2021-06-07 11:23:51,,0,1,一等品,622,43,,,1021,28,52
1062,2021-06-07 11:23:35,2021-06-07 11:23:35,,0,1,一等品,622,42,,,1021,9,15
1061,2021-06-07 11:23:23,2021-12-03 12:59:16,,0,1,一等品,622,41,,622,1021,0.9,2.4
1044,2021-06-05 00:25:15,2022-01-06 13:02:56,,0,1,一等品,102,5,,622,1004,7.5,12.5
1043,2021-06-05 00:19:24,2021-06-05 00:19:24,,0,1,一等品,102,4,,,1002,58,64
1042,2021-06-05 00:18:30,2021-06-05 00:18:30,,0,1,一等品,102,3,,,1001,1.11,1.13
1041,2021-06-05 00:00:49,2021-06-09 11:19:04,,0,1,一等品,102,1,,622,1003,47,61
1021,2021-06-03 15:44:18,2021-06-03 15:45:21,,0,1,一等品,102,1,,102,981,80,90
1006,2021-06-02 10:21:49,2021-12-28 17:04:56,,0,1,一等品,102,8,,622,861,115,150
1005,2021-06-02 10:21:34,2021-06-02 10:21:37,,0,1,一等品,102,6,,102,861,40,1000
1004,2021-06-02 10:21:20,2021-06-02 10:21:20,,0,1,一等品,102,5,,,861,8.7,12.5
1003,2021-06-02 10:20:59,2021-06-02 10:20:59,,0,1,一等品,102,1,,,963,54,68
1002,2021-06-02 10:20:44,2021-06-02 10:20:44,,0,1,一等品,102,3,,,962,1.16,1.18
1001,2021-06-02 10:20:19,2021-06-02 10:20:19,,0,1,一等品,102,4,,,961,62,66
984,2021-05-31 09:16:18,2021-05-31 09:16:18,,0,2,三等品,102,1,,,822,1,42
983,2021-05-31 09:15:56,2021-05-31 09:15:56,,0,21,PASS,102,1,,,822,43,47
982,2021-05-31 09:14:33,2021-05-31 09:14:33,,0,2,三等品,102,1,,,822,62,100
981,2021-05-31 09:13:27,2021-05-31 09:13:27,,0,21,PASS,102,1,,,822,57,61
966,2021-05-27 12:11:45,2021-05-27 12:11:45,,0,1,一等品,622,1,,,944,58,72
965,2021-05-27 12:11:23,2021-05-27 12:11:23,,0,1,一等品,622,4,,,943,63,67
964,2021-05-27 12:10:49,2021-05-27 12:10:49,,0,1,一等品,622,3,,,942,1.11,1.13
963,2021-05-27 12:10:23,2021-05-27 12:10:23,,0,1,一等品,622,8,,,941,101,150
962,2021-05-27 12:10:09,2021-05-27 12:10:09,,0,1,一等品,622,6,,,941,30,1000
961,2021-05-27 12:09:50,2021-05-27 15:43:12,,0,1,一等品,622,5,,1,941,12.6,19
948,2021-05-17 07:30:08,2021-11-17 21:47:03,,0,1,一等品,102,4,,622,926,55,61
944,2021-05-17 07:23:55,2021-09-10 11:24:24,,0,1,一等品,102,1,,621,924,50,62
926,2021-05-15 13:59:40,2021-05-15 13:59:40,,0,1,一等品,102,3,,,904,1.17,1.19
925,2021-05-15 13:58:55,2021-05-15 13:58:55,,0,1,一等品,102,4,,,903,58,62
924,2021-05-15 13:58:00,2021-05-17 04:34:21,,0,1,一等品,102,8,,102,902,77.25,128.75
923,2021-05-15 13:57:05,2021-05-17 04:34:57,,0,1,一等品,102,6,,102,902,28.49,47.5
922,2021-05-15 13:56:39,2021-05-15 13:56:39,,0,1,一等品,102,5,,,902,7,14
921,2021-05-15 13:55:37,2021-10-30 22:27:57,,0,1,一等品,102,1,,623,901,42,52
901,2021-05-13 08:04:57,2021-11-17 21:47:29,,0,1,一等品,102,3,,622,881,1.08,1.11
884,2021-05-07 20:12:48,2021-05-07 20:12:48,,0,1,一等品,102,3,,,843,1.14,1.16
883,2021-05-07 20:11:18,2022-02-14 03:48:35,,0,1,一等品,102,5,,623,842,7,14.2
882,2021-05-07 20:07:36,2021-05-07 20:12:22,,0,1,一等品,102,1,,102,841,37,47
881,2021-05-07 20:07:03,2021-05-07 20:13:28,,0,1,一等品,102,4,,102,844,54,58
866,2021-05-06 10:20:34,2021-05-06 10:21:05,,0,1,一等品,102,8,,102,824,166,230
865,2021-05-06 10:20:20,2021-05-06 10:20:20,,0,1,一等品,102,6,,,824,40,65
864,2021-05-06 10:19:54,2021-05-06 10:19:54,,0,1,一等品,102,5,,,824,4,7
863,2021-05-06 10:16:44,2021-05-06 10:16:44,,0,1,一等品,102,4,,,823,49,53
862,2021-05-06 10:15:48,2021-05-06 10:15:48,,0,1,一等品,102,1,,,822,48,56
861,2021-05-06 10:13:47,2021-05-06 10:13:47,,0,1,一等品,102,3,,,821,1.16,1.18
845,2021-05-06 08:42:48,2021-05-06 08:42:48,,0,1,一等品,102,4,,,802,62,66
844,2021-05-06 08:41:45,2021-05-06 08:41:45,,0,1,一等品,102,3,,,461,1.12,1.14
843,2021-05-06 08:40:56,2022-02-19 18:04:45,,0,1,一等品,102,8,,622,801,90,125
842,2021-05-06 08:40:36,2021-12-28 17:12:26,,0,1,一等品,102,6,,622,801,28,999
841,2021-05-06 08:40:10,2021-10-27 10:14:07,,0,1,一等品,102,5,,623,801,10,16
825,2021-05-05 11:38:45,2021-05-05 11:38:45,,0,1,一等品,102,4,,,782,79,85
824,2021-05-05 11:38:25,2021-05-05 11:38:25,,0,1,一等品,102,3,,,781,1.44,1.5
823,2021-05-05 11:38:02,2021-06-15 23:40:59,,0,1,一等品,102,8,,621,783,68,90
822,2021-05-05 11:37:49,2021-05-05 11:37:49,,0,1,一等品,102,6,,,783,20,9999
821,2021-05-05 11:37:29,2021-05-05 11:37:29,,0,1,一等品,102,5,,,783,12,18
803,2021-05-03 15:41:44,2021-05-03 15:41:44,,0,1,一等品,102,4,,,763,65,69
802,2021-05-03 15:41:16,2021-05-03 15:41:22,,0,1,一等品,102,3,,102,762,1.13,1.15
801,2021-05-03 15:40:52,2021-05-03 15:40:52,,0,1,一等品,102,1,,,761,58,68
796,2021-04-29 11:39:08,2021-04-29 11:39:08,,0,1,一等品,102,8,,,749,1560,2160
795,2021-04-29 11:38:52,2021-04-29 11:38:52,,0,1,一等品,102,6,,,749,60,120
794,2021-04-29 11:38:39,2021-04-29 11:38:39,,0,1,一等品,102,5,,,749,9,15
793,2021-04-29 11:35:06,2021-04-29 11:35:06,,0,1,一等品,102,8,,,467,68.25,113.75
792,2021-04-29 11:20:52,2021-04-29 11:20:52,,0,1,一等品,102,4,,,748,67,71
791,2021-04-29 11:20:13,2021-12-28 17:07:39,,0,1,一等品,102,1,,622,747,60,71
790,2021-04-29 11:18:55,2021-04-29 11:18:55,,0,1,一等品,102,3,,,746,1.12,1.14
789,2021-04-29 11:17:26,2022-02-19 18:06:29,,0,1,一等品,102,8,,622,745,75,95
788,2021-04-29 11:16:57,2022-02-19 18:06:16,,0,1,一等品,102,6,,622,745,25,999
787,2021-04-29 11:16:36,2021-04-29 11:17:57,,0,1,一等品,102,5,,102,745,16,19
786,2021-04-29 09:58:55,2021-08-15 14:33:43,,0,1,一等品,102,1,,623,744,55,69
785,2021-04-29 09:58:38,2021-04-29 09:58:38,,0,1,一等品,102,4,,,743,66,70
784,2021-04-29 09:58:19,2021-11-03 20:27:43,,0,1,一等品,102,3,,623,742,1.12,1.14
783,2021-04-29 09:56:55,2021-12-28 16:37:45,,0,1,一等品,102,8,,622,741,85,125
782,2021-04-29 09:56:42,2021-04-29 09:56:42,,0,1,一等品,102,6,,,741,25,999
781,2021-04-29 09:56:14,2021-11-06 03:32:52,,0,1,一等品,102,5,,622,741,11,17
766,2021-04-28 13:46:50,2021-04-28 13:46:50,,0,1,一等品,102,8,,,721,93,135
765,2021-04-28 13:46:29,2021-04-28 13:46:29,,0,1,一等品,102,6,,,721,35,200
764,2021-04-28 13:46:12,2021-04-28 13:46:12,,0,1,一等品,102,5,,,721,8,11
763,2021-04-28 13:45:15,2021-04-28 13:45:15,,0,1,一等品,102,3,,,722,1.17,1.19
762,2021-04-28 13:44:56,2021-09-02 13:46:10,,0,1,一等品,102,1,,622,724,40,54
761,2021-04-28 13:44:37,2021-04-28 13:44:37,,0,1,一等品,102,4,,,723,58,62
743,2021-04-28 12:44:56,2021-04-28 12:44:56,,0,1,一等品,102,1,,,703,50,60
742,2021-04-28 12:44:42,2021-04-28 12:44:42,,0,1,一等品,102,4,,,702,58,62
741,2021-04-28 12:44:07,2021-07-02 23:41:25,,0,1,一等品,102,3,,623,701,1.12,1.14
726,2021-04-23 17:41:07,2021-04-23 17:41:07,,0,1,一等品,102,4,,,683,59,63
725,2021-04-23 17:40:47,2021-12-28 16:50:41,,0,1,一等品,102,3,,622,682,1.08,1.11
724,2021-04-23 17:39:48,2021-04-23 17:39:48,,0,1,一等品,102,8,,,681,75,100
723,2021-04-23 17:39:37,2021-04-23 17:39:37,,0,1,一等品,102,6,,,681,25,150
722,2021-04-23 17:39:18,2021-10-20 17:00:02,,0,1,一等品,102,5,,623,681,10,14
721,2021-04-23 17:38:29,2021-04-23 17:38:29,,0,1,一等品,102,1,,,684,43,57
703,2021-04-12 09:06:50,2021-04-12 09:06:50,,0,1,一等品,102,1,,,643,45,55
702,2021-04-12 09:06:29,2021-04-12 09:06:29,,0,1,一等品,102,4,,,642,62,66
701,2021-04-12 09:06:04,2021-04-12 09:06:04,,0,1,一等品,102,3,,,641,1.32,1.34
683,2021-04-07 11:08:18,2021-04-07 11:08:18,,0,1,一等品,102,4,,,623,71,77
682,2021-04-07 11:07:34,2021-04-07 11:08:35,,0,1,一等品,102,1,,102,622,82,92
681,2021-04-07 11:06:56,2021-04-07 11:06:56,,0,1,一等品,102,3,,,621,1.46,1.52
666,2021-04-01 15:17:11,2021-04-01 15:17:11,,0,1,一等品,102,8,,,582,69,115
665,2021-04-01 15:16:57,2021-04-01 15:16:57,,0,1,一等品,102,6,,,582,30,50
664,2021-04-01 15:16:45,2021-09-06 20:22:48,,0,1,一等品,102,5,,621,582,10.3,15.5
663,2021-04-01 15:14:49,2021-04-01 15:14:49,,0,1,一等品,102,4,,,602,63,67
662,2021-04-01 15:14:25,2022-01-20 14:31:43,,0,1,一等品,102,1,,622,603,57,67
661,2021-04-01 15:14:07,2021-04-01 15:16:13,,0,1,一等品,102,3,,102,601,1.19,1.21
646,2021-04-01 13:51:57,2022-02-24 16:17:08,,0,1,一等品,102,8,,622,581,106,144
645,2021-04-01 13:51:41,2022-02-24 16:16:55,,0,1,一等品,102,6,,622,581,41.5,56.5
644,2021-04-01 13:51:23,2021-09-22 02:07:03,,0,1,一等品,102,5,,102,581,9,13
643,2021-04-01 13:49:23,2021-09-22 02:06:29,,0,1,一等品,102,4,,102,584,57,61
642,2021-04-01 13:49:09,2021-04-29 11:26:20,,0,1,一等品,102,3,,102,583,1.1,1.12
641,2021-04-01 13:48:39,2021-04-01 13:48:39,,0,1,一等品,102,1,,,585,44,54
626,2021-04-01 13:19:04,2021-04-01 13:30:10,,0,1,一等品,102,8,,102,561,1,2
625,2021-04-01 13:18:54,2021-04-01 13:30:11,,0,1,一等品,102,6,,102,561,1,2
624,2021-04-01 13:18:42,2021-04-01 13:30:11,,0,1,一等品,102,5,,102,561,1,2
623,2021-04-01 13:12:44,2021-04-01 13:23:04,,0,1,一等品,102,1,,102,564,57,67
622,2021-04-01 13:12:23,2021-04-01 13:23:09,,0,1,一等品,102,3,,102,563,1.16,1.18
621,2021-04-01 13:11:57,2021-04-01 13:22:59,,0,1,一等品,102,4,,102,562,59,63
606,2021-03-30 14:46:29,2022-01-04 05:37:42,,0,1,一等品,102,8,,623,544,75,105
605,2021-03-30 14:46:10,2021-11-04 05:59:44,,0,1,一等品,102,6,,623,544,25,999
604,2021-03-30 14:45:41,2021-12-28 16:48:33,,0,1,一等品,102,5,,622,544,9.5,14.5
603,2021-03-30 14:44:48,2021-03-30 14:44:48,,0,1,一等品,102,3,,,543,1.13,1.15
602,2021-03-30 14:44:16,2021-03-30 14:44:16,,0,1,一等品,102,4,,,542,58,62
601,2021-03-30 14:43:03,2021-11-04 06:00:24,,0,1,一等品,102,1,,623,541,41,55
586,2021-03-28 11:22:06,2021-03-28 11:22:06,,0,1,一等品,102,3,,,523,1.14,1.16
585,2021-03-28 11:21:33,2021-03-28 11:21:33,,0,1,一等品,102,6,,,524,30,200
584,2021-03-28 11:21:21,2021-03-28 11:21:21,,0,1,一等品,102,5,,,524,9,14
583,2021-03-28 11:21:01,2021-10-29 08:49:54,,0,1,一等品,102,8,,622,524,135,185
582,2021-03-28 11:16:27,2021-03-28 11:16:27,,0,1,一等品,102,4,,,522,62,66
581,2021-03-28 11:15:19,2021-10-29 08:46:18,,0,1,一等品,102,1,,622,521,55,69
580,2021-03-22 16:09:26,2021-03-22 16:09:26,,0,1,一等品,102,4,,,516,58,62
579,2021-03-22 16:08:48,2021-03-22 16:08:48,,0,1,一等品,102,3,,,515,1.15,1.17
578,2021-03-22 16:08:09,2021-03-22 16:08:09,,0,1,一等品,102,1,,,514,38,52
577,2021-03-22 16:05:41,2021-12-28 16:45:35,,0,1,一等品,102,8,,622,513,100,130
576,2021-03-22 16:05:13,2021-03-22 16:05:13,,0,1,一等品,102,6,,,513,35,1000
575,2021-03-22 16:04:59,2021-10-20 16:57:12,,0,1,一等品,102,5,,623,513,6.5,11.5
574,2021-03-22 16:04:04,2021-03-22 16:04:04,,0,1,一等品,102,4,,,512,58,62
573,2021-03-22 16:03:16,2021-03-22 16:03:30,,0,1,一等品,102,3,,102,511,1.15,1.17
572,2021-03-22 16:02:23,2021-03-22 16:02:23,,0,1,一等品,102,1,,,510,46,60
571,2021-03-22 16:01:08,2021-04-29 09:59:23,,0,1,一等品,102,4,,102,509,58,62
570,2021-03-22 16:00:05,2021-07-04 19:19:32,,0,1,一等品,102,3,,621,508,1.15,1.17
569,2021-03-22 15:59:16,2021-03-22 15:59:16,,0,1,一等品,102,1,,,507,41,55
568,2021-03-22 15:58:23,2022-02-13 09:05:44,,0,1,一等品,102,8,,622,506,95,135
567,2021-03-22 15:58:07,2022-02-13 09:05:45,,0,1,一等品,102,6,,622,506,32,1000
566,2021-03-22 15:57:47,2022-02-13 09:05:45,,0,1,一等品,102,5,,622,506,7,12
565,2021-03-22 15:55:24,2022-01-09 14:00:04,,0,1,一等品,102,7,,622,505,60,90
564,2021-03-22 15:55:07,2022-01-09 14:00:03,,0,1,一等品,102,6,,622,505,32,52
563,2021-03-22 15:52:18,2022-01-09 14:00:02,,0,1,一等品,102,5,,622,505,30.5,43
562,2021-03-22 15:51:17,2021-03-22 15:51:17,,0,1,一等品,102,4,,,504,73,81
561,2021-03-22 15:49:01,2021-03-22 15:50:39,,0,1,一等品,102,3,,102,503,1.23,1.26
560,2021-03-22 15:48:13,2021-03-22 15:48:13,,0,1,一等品,102,1,,,502,45,58
559,2021-03-22 15:44:43,2021-12-17 13:24:33,,0,1,一等品,102,8,,623,501,70,100
558,2021-03-22 15:44:25,2021-03-22 15:44:25,,0,1,一等品,102,6,,,501,25,1000
557,2021-03-22 15:44:09,2021-03-22 15:44:09,,0,1,一等品,102,5,,,501,10,14.7
556,2021-03-22 15:41:38,2021-03-22 15:41:38,,0,1,一等品,102,3,,,500,1.16,1.18
555,2021-03-22 15:40:50,2021-03-22 15:40:50,,0,1,一等品,102,4,,,499,63,68
554,2021-03-22 15:39:40,2021-03-22 15:39:40,,0,1,一等品,102,1,,,498,48,62
553,2021-03-22 15:37:59,2021-06-10 15:08:48,,0,1,一等品,102,3,,622,497,1.13,1.15
552,2021-03-22 15:37:16,2021-06-10 15:09:30,,0,1,一等品,102,4,,622,496,53,57
551,2021-03-22 15:36:19,2021-12-16 09:11:05,,0,1,一等品,102,1,,622,495,43,57
550,2021-03-22 15:33:37,2021-06-10 15:08:30,,0,1,一等品,102,8,,622,494,80,110
549,2021-03-22 15:33:20,2021-06-27 22:39:58,,0,1,一等品,102,6,,621,494,24,999
548,2021-03-22 15:32:54,2021-11-26 13:27:15,,0,1,一等品,102,5,,623,494,6,10
547,2021-03-22 15:31:07,2021-10-20 16:49:30,,0,1,一等品,102,8,,623,493,135,185
546,2021-03-22 15:30:49,2021-03-22 15:30:49,,0,1,一等品,102,6,,,493,30,1000
545,2021-03-22 15:30:31,2021-03-22 15:30:31,,0,1,一等品,102,5,,,493,9,14
544,2021-03-22 15:29:39,2021-03-22 15:29:39,,0,1,一等品,102,3,,,492,1.14,1.16
543,2021-03-22 15:29:00,2021-03-22 15:29:00,,0,1,一等品,102,4,,,491,62,66
542,2021-03-22 15:28:22,2021-10-27 08:07:47,,0,1,一等品,102,1,,623,490,55,69
541,2021-03-22 15:24:40,2021-04-29 09:55:07,,0,1,一等品,102,8,,102,489,113,147
540,2021-03-22 15:24:11,2021-04-29 09:55:08,,0,1,一等品,102,6,,102,489,30,1000
539,2021-03-22 15:23:54,2021-09-29 11:44:03,,0,1,一等品,102,5,,102,489,10.5,15.5
538,2021-03-22 15:22:55,2021-10-15 15:24:33,,0,1,一等品,102,3,,622,488,1.14,1.16
537,2021-03-22 15:22:17,2021-03-22 15:22:17,,0,1,一等品,102,4,,,487,62,67
536,2021-03-22 15:20:07,2021-04-29 09:54:05,,0,1,一等品,102,1,,102,486,55,69
535,2021-03-22 15:12:10,2021-10-27 10:23:37,,0,1,一等品,102,4,,623,485,57,61
534,2021-03-22 15:11:00,2021-03-22 15:11:00,,0,1,一等品,102,3,,,484,1.12,1.14
533,2021-03-22 15:09:41,2021-03-22 15:09:54,,0,1,一等品,102,1,,102,483,45,55
532,2021-03-22 15:08:50,2021-03-22 15:08:50,,0,1,一等品,102,8,,,482,135,225
531,2021-03-22 15:08:23,2021-03-22 15:08:23,,0,1,一等品,102,6,,,482,30,1000
530,2021-03-22 15:08:07,2021-03-22 15:08:07,,0,1,一等品,102,5,,,482,6.7,10.7
529,2021-03-22 15:05:20,2022-03-02 14:08:51,,0,1,一等品,102,8,,622,481,130,225
528,2021-03-22 15:05:04,2022-03-02 14:08:36,,0,1,一等品,102,6,,622,481,30,1000
527,2021-03-22 15:04:27,2022-03-02 14:08:22,,0,1,一等品,102,5,,622,481,6.5,10.5
526,2021-03-22 15:03:18,2021-09-06 20:18:57,,0,1,一等品,102,4,,621,480,57,61
525,2021-03-22 15:02:36,2022-02-21 08:13:22,,0,1,一等品,102,3,,622,479,1.13,1.15
524,2021-03-22 15:01:52,2021-07-04 18:23:49,,0,1,一等品,102,1,,621,478,52,58
523,2021-03-22 14:59:23,2021-03-22 14:59:23,,0,1,一等品,102,8,,,477,174,236
522,2021-03-22 14:59:03,2021-06-30 08:07:10,,0,1,一等品,102,6,,622,477,38,68
521,2021-03-22 14:58:45,2021-03-22 14:58:45,,0,1,一等品,102,5,,,477,4.6,7
520,2021-03-22 14:57:55,2021-03-22 14:57:55,,0,1,一等品,102,3,,,476,1.13,1.15
519,2021-03-22 14:57:19,2021-03-22 14:57:19,,0,1,一等品,102,1,,,475,46,56
518,2021-03-22 14:56:32,2021-03-22 14:56:32,,0,1,一等品,102,4,,,474,47,51
517,2021-03-22 14:54:30,2021-10-28 15:54:51,,0,1,一等品,102,4,,622,473,66,70
516,2021-03-22 14:53:48,2021-03-22 14:53:48,,0,1,一等品,102,3,,,472,1.1,1.12
515,2021-03-22 14:52:59,2021-10-29 09:00:12,,0,1,一等品,102,8,,622,471,72,120
514,2021-03-22 14:52:39,2021-03-22 14:52:39,,0,1,一等品,102,6,,,471,28.5,47.5
513,2021-03-22 14:52:19,2021-10-30 22:33:40,,0,1,一等品,102,5,,623,471,9.58,16.63
512,2021-03-22 14:49:10,2021-09-26 11:32:00,,0,1,一等品,102,1,,623,470,58,68
511,2021-03-22 14:46:54,2021-03-22 14:46:54,,0,1,一等品,102,4,,,469,58,62
510,2021-03-22 14:46:09,2021-03-22 14:46:15,,0,1,一等品,102,3,,102,468,1.1,1.12
509,2021-03-22 14:43:08,2021-03-22 14:43:08,,0,1,一等品,102,6,,,467,32.25,53.75
508,2021-03-22 14:42:46,2021-10-29 08:59:23,,0,1,一等品,102,5,,622,467,7.36,12.94
507,2021-03-22 14:41:48,2021-03-22 14:41:48,,0,1,一等品,102,1,,,466,42,52
506,2021-03-22 14:39:25,2021-03-22 14:39:25,,0,1,一等品,102,8,,,465,70,128.75
505,2021-03-22 14:39:02,2021-03-22 14:39:02,,0,1,一等品,102,6,,,465,32.25,53.75
504,2021-03-22 14:38:35,2021-03-22 14:38:35,,0,1,一等品,102,5,,,465,8.25,13.75
503,2021-03-22 14:37:03,2021-03-22 14:37:17,,0,1,一等品,102,3,,102,464,1.13,1.15
502,2021-03-22 14:35:52,2021-03-22 14:35:52,,0,1,一等品,102,4,,,463,58,62
501,2021-03-22 14:34:42,2021-03-22 14:34:48,,0,1,一等品,102,1,,102,462,40,50
466,2021-01-16 15:32:22,2021-01-16 15:32:22,,0,1,一等品,102,3,,,424,1.12,1.14
465,2021-01-16 15:31:36,2021-01-16 15:31:36,,0,1,一等品,102,4,,,423,60,64
464,2021-01-16 15:30:58,2021-11-05 08:18:00,,0,1,一等品,102,8,,623,422,90,120
463,2021-01-16 15:30:43,2021-01-16 15:30:43,,0,1,一等品,102,6,,,422,30,999
462,2021-01-16 15:30:10,2021-01-16 15:30:10,,0,1,一等品,102,5,,,422,1,100
461,2021-01-16 15:28:49,2021-01-16 15:28:49,,0,1,一等品,102,1,,,421,50,62
446,2021-01-13 17:26:08,2022-01-20 13:38:34,,0,1,一等品,102,4,,622,406,61,65
445,2021-01-13 17:25:22,2021-01-13 17:25:22,,0,1,一等品,102,3,,,405,1.14,1.16
444,2021-01-13 17:24:38,2021-01-13 17:24:38,,0,1,一等品,102,1,,,404,43,53
443,2021-01-13 17:17:52,2021-01-13 17:17:52,,0,1,一等品,102,4,,,403,62,66
442,2021-01-13 17:15:49,2021-01-13 17:15:49,,0,1,一等品,102,3,,,402,1.2,1.22
441,2021-01-13 17:14:59,2021-01-13 17:14:59,,0,1,一等品,102,1,,,401,39,49
421,2021-01-13 16:06:48,2021-01-13 16:06:48,,0,1,一等品,102,1,,,381,56,66
390,2020-12-01 14:41:18,2020-12-01 14:41:18,,0,1,一等品,101,4,,,369,63,67
389,2020-12-01 14:39:32,2022-02-19 18:02:32,,0,1,一等品,101,3,,622,368,1.15,1.17
388,2020-12-01 14:37:42,2022-02-19 18:03:24,,0,1,一等品,101,8,,622,367,85,115
387,2020-12-01 14:36:37,2022-02-19 18:03:07,,0,1,一等品,101,6,,622,367,25,999
386,2020-12-01 14:32:05,2022-02-19 18:02:03,,0,1,一等品,101,1,,622,365,58,68
385,2020-12-01 14:29:11,2021-08-25 09:02:24,,0,1,一等品,101,8,,102,364,75,100
384,2020-12-01 14:28:46,2020-12-01 14:28:47,,0,1,一等品,101,6,,101,364,33,999
383,2020-12-01 14:27:58,2021-03-25 16:10:29,,0,1,一等品,101,3,,102,363,1.17,1.19
382,2020-12-01 14:27:17,2021-11-02 13:02:28,,0,1,一等品,101,4,,623,362,63,67
381,2020-12-01 14:26:18,2020-12-01 14:26:31,,0,1,一等品,101,1,,101,361,55,65
367,2020-12-01 13:21:36,2020-12-01 13:21:36,,0,1,一等品,101,1,,,345,49,59
366,2020-12-01 13:20:52,2020-12-01 13:20:52,,0,1,一等品,101,3,,,344,1.11,1.13
365,2020-12-01 13:19:34,2020-12-01 13:20:12,,0,1,一等品,101,4,,101,343,58,62
364,2020-12-01 13:15:38,2022-01-04 00:31:13,,0,1,一等品,101,4,,623,342,56,60
363,2020-12-01 13:14:57,2022-01-04 00:30:43,,0,1,一等品,101,3,,623,341,1.11,1.13
362,2020-12-01 13:14:06,2022-01-04 00:30:24,,0,1,一等品,101,1,,623,340,50,60
361,2020-12-01 12:56:27,2022-01-20 13:45:12,,0,1,一等品,101,4,,622,339,61,65
360,2020-12-01 12:55:53,2020-12-01 12:55:53,,0,1,一等品,101,3,,,338,1.16,1.18
359,2020-12-01 12:55:16,2020-12-01 12:55:16,,0,1,一等品,101,1,,,337,47,57
358,2020-12-01 12:53:53,2020-12-01 12:53:53,,0,1,一等品,101,1,,,336,38,48
357,2020-12-01 12:53:09,2020-12-01 12:53:09,,0,1,一等品,101,3,,,335,1.27,1.29
356,2020-12-01 12:52:35,2020-12-01 12:52:35,,0,1,一等品,101,4,,,334,52,56
355,2020-12-01 12:51:43,2020-12-01 12:51:43,,0,1,一等品,101,4,,,333,62,66
354,2020-12-01 12:51:07,2020-12-01 12:51:07,,0,1,一等品,101,3,,,332,1.27,1.29
353,2020-12-01 12:50:29,2020-12-01 12:50:29,,0,1,一等品,101,1,,,331,55,65
352,2020-12-01 12:47:18,2021-06-22 12:43:17,,0,1,一等品,101,1,,623,330,44,54
351,2020-12-01 12:46:43,2021-12-29 17:01:57,,0,1,一等品,101,3,,622,329,1.23,1.25
350,2020-12-01 12:46:11,2021-12-29 17:01:30,,0,1,一等品,101,4,,622,328,53,57
349,2020-12-01 12:45:08,2020-12-01 12:45:08,,0,1,一等品,101,4,,,327,53,57
348,2020-12-01 12:44:26,2022-01-20 13:29:13,,0,1,一等品,101,3,,622,326,1.22,1.24
347,2020-12-01 12:43:46,2020-12-01 12:43:46,,0,1,一等品,101,1,,,325,48,58
346,2020-12-01 12:42:36,2021-08-31 13:50:24,,0,1,一等品,101,8,,622,324,49,91
345,2020-12-01 12:42:18,2021-08-31 13:50:15,,0,1,一等品,101,6,,622,324,25.9,48.1
344,2020-12-01 12:41:58,2021-12-28 17:06:34,,0,1,一等品,101,5,,622,324,7,14.2
343,2020-12-01 12:41:16,2020-12-01 12:41:16,,0,1,一等品,101,4,,,323,56,60
342,2020-12-01 12:40:38,2020-12-01 12:40:38,,0,1,一等品,101,3,,,322,1.14,1.16
341,2020-12-01 12:39:37,2020-12-01 12:39:37,,0,1,一等品,101,1,,,321,35,45
329,2020-11-29 15:26:40,2021-05-08 05:04:08,,0,1,一等品,102,1,,102,319,45,55
328,2020-11-29 15:25:55,2021-05-08 05:03:02,,0,1,一等品,102,3,,102,318,1.24,1.26
327,2020-11-29 15:25:00,2021-05-08 05:03:09,,0,1,一等品,102,4,,102,317,62,66
326,2020-11-29 15:23:38,2020-11-29 15:23:38,,0,1,一等品,102,4,,,316,63,67
325,2020-11-29 15:22:20,2021-04-29 11:29:07,,0,1,一等品,102,3,,102,315,1.16,1.18
324,2020-11-29 15:21:07,2022-01-20 13:27:44,,0,1,一等品,102,8,,622,314,50,80
323,2020-11-29 15:20:53,2022-01-20 13:27:36,,0,1,一等品,102,6,,622,314,25,45
322,2020-11-29 15:20:36,2022-01-20 13:27:26,,0,1,一等品,102,5,,622,314,8.5,13.5
321,2020-11-29 15:19:19,2020-11-29 15:19:19,,0,1,一等品,102,1,,,313,42,52
306,2020-11-29 14:05:28,2020-11-29 14:05:28,,0,1,一等品,102,4,,,312,83,87
305,2020-11-29 14:04:55,2020-11-29 14:04:55,,0,1,一等品,102,3,,,311,1.28,1.3
304,2020-11-29 14:02:54,2020-11-29 14:02:54,,0,1,一等品,102,4,,,310,52,56
303,2020-11-29 14:02:20,2020-11-29 14:02:20,,0,1,一等品,102,3,,,309,1.17,1.19
302,2020-11-29 14:01:44,2020-11-29 14:01:44,,0,1,一等品,102,1,,,308,37,47
301,2020-11-29 13:58:51,2020-11-29 13:58:51,,0,1,一等品,102,4,,,307,57,61
